id;word;weight
89;сны;-0.421332389
90;почти;-0.086735896
91;снились;-0.430135014
92;можно;0.364122958
93;сказать;0.241983001
94;каждый;-0.001098833
95;день;0.003703389
96;такое;-0.100498579
97;Мне;-0.1713784
98;это;0.142062922
99;нравиться;0.456017624
100;твоем;0.69837432
101;месте;0.012650635
102;сначала;0.178691651
103;телек;-0.22447948
104;купил;0.186157139
105;плохо;-0.839113009
106;боишься;0.162533739
107;значит;0.322270974
108;где;-0.070923051
109;?;0.168977338
110;мск;-0.095417334
111;хотела;-0.516930559
112;Скоро;-0.017364411
113;увижу;-0.50140444
114;зеленые;0.673066784
115;глаза;-0.142823005
116;последний;-0.47535472
117;раз;0.129597183
118;Вот;-0.063681683
119;да;0.231581559
120;по;0.008735631
121;патриот;0.199117674
122;Чо;-0.278701764
123;Бабки;0.497122833
124;КПРФ;-0.351065445
125;Навального;0.095173563
126;уже;-0.181119121
127;ничего;-0.288339
128;рада;0.996340498
129;им;0.208041712
130;сердца;0.569292851
131;их;-0.018926612
132;жалко;-1.23063341
133;епт;0.062438232
134;оч;-0.328030356
135;всех;0.159495027
136;остальных;0.066401349
137;нет;-0.469497415
138;Сегодня;0.025322491
139;какой;-0.033569953
140;нехороший;-0.746947711
141;Телефон;-0.250057924
142;наушники;-0.4697399
143;опознает;-0.975476863
144;блога;0.33259017
145;умудрился;0.518585974
146;шаблон;-0.746947711
147;сломать;-0.519495188
148;еще;-0.045983844
149;думаю;0.371238194
150;моем;0.116816088
151;почта;-0.245413128
152;россии;0.079431712
153;поднимется;0.073142016
154;со;-0.000382373
155;дна;-1.00365126
156;одному;-0.130798062
157;напоминает;0.326793162
158;дом;0.180671178
159;Путин;0.039292192
160;делает;0.125107391
161;реалити;-0.748916816
162;шоу;0.647540375
163;сейчас;-0.164245726
164;модуль;-0.373603538
165;будет;0.118512144
166;экономике;0.179306748
167;анфолловил;-1.498893513
168;чувак;0.505126916
169;встречаю;-0.174686788
170;зиму;0.403219989
171;oppa;-2.17228204
172;туда;-0.088933638
173;медведь;0.388142572
174;чорт;-0.478728215
175;сходить;-0.293412336
176;кино;0.134618789
177;придется;-0.981764988
178;любоваться;0.934412453
179;фильмом;0.167497416
180;уг;-0.550155156
181;качестве;0.480138775
182;компе;-0.4019078
183;себя;-0.068307693
184;чувствовала;-0.155332291
185;давно;0.219871586
186;температуру;-0.134994487
187;ноута;-0.267939878
188;Снаружи;0.106742186
189;что;-0.06318094
190;постоянно;-0.232308077
191;думаешь;0.221197372
192;упаду;-0.336015085
193;стула;0.266002073
194;условия;0.341284799
195;будут;0.176495713
196;более;0.206621715
197;маме;-0.085734779
198;сделать;-0.22239763
199;сюрприз;0.580663487
200;всегда;0.110790219
201;все;-0.036978291
202;сутками;0.126611865
203;его;-0.081822711
204;жду;0.387801853
205;друзьями;0.387064865
206;общаться;0.002281072
207;которыми;0.128061679
208;ежедневно;-0.477910377
209;видится;0.126062658
210;думал;-0.086038173
211;судьба;-0.465928286
212;походу;-0.577238216
213;попасть;-0.115392358
214;видов;0.476933503
215;рыб;-0.47537139
216;берег;-0.116061808
217;выходят;-0.208728403
218;весом;0.073142016
219;кг;-0.175860037
220;видел;0.258950273
221;One;0.397433379
222;самая;0.306503031
223;смешная;0.370421486
224;фотошоп;-0.099488889
225;Потеряла;-1.168341108
226;от;0.04440316
227;снимала;0.312712356
228;Устала;-1.114165608
229;простыла;-1.628830322
230;....;-0.457509243
231;!!!;0.05646662
232;гуляют;-0.7397495
233;невезение;-1.157136146
234;первые;0.185974056
235;деньги;-0.224949766
236;пойдут;0.107270658
237;красные;-0.031773983
238;потом;0.090506845
239;ремень;0.246994539
240;умереть;-0.501977504
241;пожирает;-0.850116319
242;переношу;-1.078469101
243;самый;0.070077303
244;адовый;-0.232509774
245;бред;0.056830862
246;один;-0.036640763
247;Пора;0.268750033
248;делать;-0.490811656
249;уроки;-0.147136039
250;учить;-0.898546358
251;наверно;-0.060104227
252;сама;0.033783277
253;там;0.166306617
254;заказ;0.347751497
255;скидки;0.507598628
256;побыстрее;-0.12743508
257;попробывать;-0.850116319
258;суп;0.587705914
259;обожгла;-1.402702828
260;весь;-0.151773197
261;язык;0.264381805
262;ни;-0.357795761
263;чего;-0.067750316
264;чувствую;-0.506966399
265;Внезапно;0.07044056
266;настало;0.361711603
267;лето;-0.002662521
268;Дома;-0.273243664
269;обоих;0.029638371
270;течёт;-0.941236486
271;холодная;-0.872088649
272;вода;-0.267762243
273;кто;0.180669842
274;СМИ;-0.016788221
275;того;-0.117812566
276;ссылка;0.026288449
277;захотелось;0.022917582
278;only;-0.025801812
279;ВОСПАЛЕНИЕ;-1.295458641
280;ЛЕГКИХ;-0.144326018
281;НЕДЕЛИ;-0.074217233
282;БОЛЬНИЦЕ;-0.730139566
283;ЛЕЖАЛА;-0.246451376
284;ТВИ;-0.006248465
285;ТОЖ;-0.316305395
286;ЗАХОДИЛА;0.150568208
287;смс;0
288;доза;-0.668879476
289;мной;-0.162278371
290;происходить;-0.850116319
291;ужели;-0.668879476
292;правда;0.062314858
293;будто;-0.244072704
294;было;-0.03918741
295;Задолбали;-1.122645229
296;дико;-0.449875713
297;настроения;-0.647471084
298;Угадайте;0.750208531
299;чья;-0.107137239
300;школа;-0.43564634
301;учится;-0.100761873
302;Причем;0.090692612
303;единственная;0.405634063
304;области;-0.053602791
305;первый;0.172607365
306;рабочий;-0.087755304
307;настроена;-0.668879476
308;готова;0.124541037
309;Конечно;0.330422562
310;одеяле;-0.279540047
311;куда;-0.166221285
312;Заболела;-1.557979965
313;хорошей;0.666999909
314;они;0.039302129
315;жили;0.221340116
316;Наверное;0.039129228
317;паспорта;-0.281152781
318;отобрали;-0.386929586
319;взамен;0.427339684
320;дали;-0.362176182
321;заставили;-0.657375505
322;шк;-0.545991619
323;создали;0.581928153
324;группу;0.355052531
325;ВК;-0.218759865
326;новости;-0.046263125
327;школы;0.106653509
328;какойто;-0.427339684
329;аноним;0.57372048
330;дает;-0.289953162
331;жизни;-0.050326178
332;ибо;-0.261177194
333;выдает;-0.242248586
334;тайны;0.372517084
335;убрали;-0.864953467
336;поиск;-0.01032491
337;персонажей;0.259990651
338;паника;-0.955423103
339;ведь;-0.222895795
340;удобно;0.019115012
341;скайп;-0.173543019
342;идут;0.061264667
343;стесняюсь;-0.164359922
344;своего;0.17671914
345;разработчик;-0.351065445
346;отказался;-0.029638371
347;поддержки;-0.281682489
348;жаль;-1.206376318
349;она;0.105812464
350;офигенная;0.926925608
351;ней;-0.04845798
352;идиотский;-0.476933503
353;твиттер;-0.004054304
354;!!;0.054009839
355;..;-0.313327092
356;если;0.31393228
357;ниже;-0.199233542
358;ростом;0.046152083
359;даже;-0.279867515
360;чем;0.16655534
361;Бедный;-1.076243884
362;мой;0.1006019
363;школе;-0.01493492
364;Твоя;0.353156526
365;физика;-0.448012358
366;закончится;-0.71748091
367;раньше;-0.164903105
368;доеду;-0.178031036
369;забрал;-0.076941517
370;Спасибо;1.096773954
371;тем;0.10714888
372;данный;-0.238549214
373;момент;-0.089931165
374;поддерживает;-0.229701007
375;моей;0.094099067
376;проблемой;-0.254955451
377;тебе;0.466913812
378;луком;0.47537139
379;майонезом;0.476210895
380;чесноком;-0.668879476
381;всякими;-0.154767675
382;ОМНОМНОМ;0.923994785
383;сыра;-0.405112318
384;завтра;-0.302000698
385;химии;-0.055523628
386;диктант;-1.100782899
387;нужно;0.007476452
388;хорошо;0.447705382
389;подготовиться;-0.039776258
390;кроватку;-0.501316046
391;спать;-0.33196665
392;дел;-0.535570783
393;сделано;-0.01032491
394;No;-0.20345651
395;Okay;0.495892757
396;обязательно;0.451228465
397;начинается;-0.042222713
398;Может;0.078719449
399;пойдём;0.61711138
400;проводишь;0.174151414
401;самые;0.537742211
402;убогие;-0.153960303
403;магазины;-0.377552602
404;который;0.114904321
405;убеждаюсь;-0.053602791
406;часа;-0.313613857
407;работы;-0.041198547
408;Зря;0.050171485
409;равно;-0.150827991
410;прийдется;-0.681714567
411;выходные;0.026179328
412;работать;-0.240326606
413;сколько;0.168938003
414;вслед;0.325676494
415;ним;-0.107703211
416;Пойду;-0.157890257
417;дела;0.176000031
418;времени;-0.268271944
419;меньше;-0.206800343
420;эта;-0.114717167
421;зима;0.33116061
422;сегодняшняя;0.477486049
423;математика;-0.451494857
424;мозг;0.090692612
425;Интересно;0.627751794
426;сдавать;-0.598728794
427;анализ;-0.472332774
428;препод;0.449275755
429;такая;0.052214355
430;Черт;-0.710244992
431;стремно;-0.44086359
432;олимпиаде;0.330201453
433;сидеть;-0.543295745
434;вам;0.569905331
435;понравилось;0.954482002
436;узнала;0.012705001
437;этом;-0.060214318
438;после;-0.013662111
439;вашего;0.017646094
440;кота;-0.053356624
441;между;0.250147344
442;прочим;0.644799558
443;случится;-0.230552686
444;приступ;-0.427339684
445;ситуация;-0.213553283
446;пугает;-0.744792561
447;знает;0.046709169
448;декабрь;0.133775062
449;без;-0.296742074
450;комп;-0.420657522
451;уныл;-0.985727698
452;сюда;0.170689671
453;ставлю;-0.139733034
454;ой;0.249833895
455;час;-0.300105826
456;пошел;0.04290646
457;общаются;0.066198932
458;скайпу;0.28296635
459;чтобы;0.110720385
460;тут;0.120442895
461;тоже;0.090500522
462;Скучаю;-1.154815304
463;началось;-0.25131483
464;умом;-0.199817402
465;понимаю;-0.343506441
466;поздно;-0.302422231
467;разговоры;0.55942862
468;просто;0.164625914
469;нечто;0.850985224
470;ахах;1.106245967
471;маленький;0.315783422
472;любить;-0.30323889
473;помним;-0.990513478
474;Любим;0.01822755
475;скорбим;-2.071462525
476;живот;-0.886364484
477;покоя;-0.193212912
478;LOL;0.312591354
479;живота;-0.336015085
480;Иду;0.019553032
481;задание;-0.121077229
482;практики;-0.047983523
483;переживаю;-1.09038403
484;Только;-0.132758251
485;упасть;-0.210158174
486;стола;0.018103906
487;пока;0.12128116
488;гирлянды;-0.281598584
489;Больно;-1.129250876
490;убью;0.03197103
491;её;0.105489426
492;нибудь;0.0000650529
493;люблю;0.408915441
494;прошу;-0.358972889
495;лекарствами;-0.279540047
496;идет;0.066792997
497;решила;0.335788671
498;забыла;-0.409747664
499;поздравить;0.1276934
500;Пришла;0.005710935
501;мля;-0.679757152
502;знаю;-0.100932576
503;ска;-0.766190347
504;пятницу;0.153464041
505;субботу;-0.053869889
506;эти;-0.195770343
507;дни;-0.337608537
508;мы;0.343767625
509;вмести;0.126062658
510;любимый;0.159039093
511;бедолага;-0.936508671
512;Пусть;0.600016411
513;болеют;-0.718246504
514;вопросы;0.447294126
515;хотя;0.033334589
516;места;-0.004851448
517;голове;-0.032900005
518;днем;0.931966333
519;почувствовала;0.401668074
520;дикое;-0.279540047
521;одиночество;-0.735609283
522;уехал;-1.077214641
523;одна;-0.196903335
524;планете;0
525;осталась;-0.647333965
526;Вечеринка;0.174686788
527;привет;0.81682557
528;насрать;-0.314969026
529;Сашей;0.71448999
530;сразу;0.240537126
531;хочется;-0.571628209
532;трахаться;0.312712356
533;представляете;0.523048778
534;сложно;-0.453022543
535;самим;0.596402283
536;собой;0.156116804
537;жить;-0.254171164
538;???;-0.355657128
539;толку;-0.703539839
540;правильно;0.579213233
541;ей;0.177558755
542;играть;0.002963595
543;много;0.084014427
544;одно;-0.037248302
545;объяснение;0.476933503
546;живем;0.354987004
547;сил;-0.650855187
548;творится;-0.782574632
549;миром;-0.479307238
550;сплошь;-0.32441189
551;печально;-1.815439072
552;сеня;0.107137239
553;закроют;-0.174151414
554;ветер;-0.401677011
555;сильный;-0.49178573
556;снег;0.295564166
557;выйти;-0.315781492
558;решают;-0.199580361
559;смеются;-0.15984403
560;печальнее;-0.878208933
561;закончилась;-0.712164747
562;книга;0.279306256
563;одолевает;-0.385223857
564;лень;-0.524466173
565;фак;-0.743877999
566;надо;-0.07351735
567;ru;0.164145073
568;приложения;-0.044965114
569;для;0.31570735
570;никто;-0.485983753
571;любит;0.103545214
572;потому;-0.21314139
573;оооочень;-0.026290713
574;вечность;-0.934829017
575;гитару;-0.017694126
576;ревели;-0.975476863
577;Ох;-0.083798822
578;уж;0.086219097
579;парни;0.187372262
580;улице;-0.05813319
581;радость;0.538201519
582;магия;0.722920383
583;посвящение;0.476933503
584;простят;-0.32441189
585;святые;-0.47537139
586;детский;-0.044308144
587;девиз;0.915583993
588;умираю;-1.068545601
589;попал;-0.206675343
590;золотую;0.196287838
591;лигу;-0.126062658
592;При;0.124618375
593;том;-0.08794948
594;убьют;-0.617897309
595;Узнают;0.434182981
596;живу;-0.202910905
597;Мысль;0.248745908
598;желание;0.417373065
599;убить;-0.393328453
600;этому;0.231899532
601;поводу;0.382715435
602;покидают;-0.579524277
603;wild;0.215322868
604;бумаге;0.531835489
605;пишу;0.066506563
606;делается;0.146601982
607;взяли;-0.04359401
608;утра;-0.024210057
609;Сижу;-0.22849366
610;себе;0.107251164
611;жуйк;0.545777325
612;читаю;0.218628669
613;Звонок;0.060134346
614;отдел;0.174151414
615;Поднимаю;0
616;трубку;-0.117485051
617;разговариваю;0.026288449
618;Эх;-0.66312758
619;Купила;0.00262209
620;Ебааать;0
621;мои;-0.059569606
622;зубы;-0.270848187
623;Надеюсь;0.326359222
624;успею;-0.83075985
625;пишем;0.372681272
626;статус;0.176414145
627;зачастую;-0.126062658
628;всего;0.010733445
629;лишь;-0.243099652
630;одного;-0.339250226
631;человека;-0.102486857
632;заметит;-0.155047973
633;статья;0.545828025
634;называется;-0.230707096
635;статьи;0.041347247
636;Испортилось;-1.527508412
637;настроение;0.039073663
638;иногда;-0.030767561
639;кажется;-0.118187113
640;хочешь;0.376401669
641;жирной;-0.777736582
642;самое;-0.034293275
643;лучшее;0.48686262
644;Подарите;-0.668224718
645;тыщ;0.043603412
646;PS;0.111349612
647;хватает;-0.717005768
648;ъ;0.352854635
649;чувство;-0.511748054
650;скучаешь;-0.722589986
651;человеку;-0.282591729
652;увидеть;-0.112916708
653;или;0.293684198
654;хотябы;-0.312712356
655;сним;-0.47537139
656;возможности;-0.175772162
657;половиной;-0.19220956
658;sky;0.221465213
659;Острова;0.477486049
660;скорее;0.009773188
661;печаль;-1.747711084
662;смотреть;0.12389681
663;даа;0.305719091
664;Мин;-0.183191683
665;оказывается;0.126681733
666;фильм;0.307236847
667;белый;0.406683256
668;плен;-0.351065445
669;снимался;0.476210895
670;пол;-0.038310502
671;уокер;-1.327657856
672;знала;-0.070765913
673;добралась;0.190888114
674;цивилизация;0
675;горячей;-0.413699719
676;воды;-0.076598063
677;нету;-0.922028004
678;комнате;-0.032948074
679;успехом;-0.174151414
680;совершенно;-0.3362398
681;Пришлось;-0.51732318
682;криво;-0.478243187
683;Учитель;0.624442103
684;матану;-0.590900062
685;мою;0.014710611
686;Вы;0.412258462
687;идиоты;0.124471317
688;хохлы;0.629250286
689;Европа;0.155047973
690;считала;-0.263462833
691;вас;0.425109094
692;Мало;-0.371324271
693;него;-0.10770202
694;сережки;-0.389865193
695;нашел;0.342690822
696;!!!!;-0.113184395
697;два;0.025659545
698;косячных;-0.975476863
699;одном;0.066562516
700;успела;-0.523059072
701;похихикать;-0.975476863
702;мяса;-0.507598628
703;борщ;0.750175097
704;положили;-0.799911926
705;улыбался;0.690340762
706;ахахах;1.234404046
707;нравится;0.356131591
708;парень;0.217078295
709;параллели;-0.280396495
710;ему;0.094807928
711;нравлюсь;-0.160496112
712;видимо;-0.24771513
713;стесняется;0.280396495
714;считаете;0.541553593
715;нормальное;-0.110793266
716;поведение;-0.081945089
717;полиции;0
718;стране;-0.189445103
719;нормально;0.03443825
720;такие;0.134053722
721;полицаи;0.475948791
722;нас;0.144060713
723;офигенный;1.18274986
724;прикол;0.702154628
725;прошлом;0.005905007
726;году;-0.194493314
727;взял;-0.002028915
728;женился;0.418140527
729;падла;-1.01631287
730;пришел;-0.057317396
731;третий;-0.24593093
732;сосед;0.104714405
733;дал;0.182093804
734;нам;0.225242552
735;пиздюлей;0.063337717
736;забыл;-0.279045712
737;температура;-1.187780338
738;ходу;-0.238733369
739;СМОТРИ;0.906951721
740;СЕРИАЛ;0.034915906
741;ДРУЖИШЬ;-0.291136765
742;ТУПАЯ;-0.524662154
743;слезы;-1.031853865
744;наворачиваются;-1.498893513
745;весело;0.881059934
746;уши;0.059791842
747;Приехала;-0.059571836
748;домой;-0.173099713
749;блять;-0.714421357
750;помню;0.162421258
751;Ща;0.144443238
752;сайте;0.113852925
753;регистрации;-0.051527803
754;возраст;0.393251099
755;Чисто;0.566994566
756;случайно;0.208835253
757;выбираю;0.364919315
758;реально;-0.007497675
759;расстались;-0.703539839
760;шлюха;-0.148250753
761;ведет;-0.14718312
762;такую;0.106332517
763;кинула;-0.431095513
764;чтоб;0.050243896
765;почему;-0.662323144
766;досталось;-0.712023363
767;нот;0.081713664
768;ин;-0.238017716
769;заебался;-1.107318725
770;уроках;0.288636244
771;пары;0.094278407
772;идти;-0.740341595
773;мамой;0.084299481
774;блииин;-1.148161369
775;собака;0.239591893
776;моя;0.098550146
777;хромает;-0.531835489
778;шоке;0.061772011
779;той;0.173070923
780;модели;0.233456642
781;новом;-0.02600705
782;видео;0.325423192
783;уроков;-0.279616741
784;Ужааас;-1.137775993
785;опоздал;-0.234527338
786;минуту;0
787;есть;0.322504845
788;след;0.157381422
789;вопрос;0.420889824
790;лет;0.200963107
791;Елки;-0.358763186
792;Палки;-0.199580361
793;работают;0.049354908
794;ya;0.393646193
795;столкнулся;-0.668879476
796;этим;0.116145971
797;перекрыли;-1.117114272
798;красный;0.391452917
799;Армении;0
800;здесь;0.250396839
801;скуки;-0.603834614
802;именно;0.02213354
803;осознала;-0.477486049
804;научусь;-0.856880826
805;говорить;-0.064571621
806;гордиться;0.531835489
807;Ненавижу;-1.257327292
808;врут;-0.498374153
809;помогаю;0.427339684
810;Безысходность;-0.855835349
811;умер;-1.246823242
812;твой;0.440091233
813;айфон;0.081719371
814;всей;0.049439205
815;фото;0.498885575
816;свитер;-0.293748953
817;стоит;0.230274271
818;прилично;0.904102564
819;ОТНОШЕНИИ;-0.326766449
820;ХОДОРКОВСКОГО;-1.764867531
821;НЕСКОЛЬКО;0.039614625
822;ВРЯД;-0.033475837
823;ПОД;0.088361052
824;АМНИСТИЮ;0.351065445
825;сомневался;0.673066784
826;заряд;0.478728215
827;одинаково;0.037630874
828;фигово;-1.232529789
829;держится;-0.092860976
830;купить;-0.340320323
831;мак;0.437568618
832;Терь;0.162533739
833;снов;1.08893742
834;поставить;0.060160011
835;Надоело;-0.827667759
836;болеть;-0.964354735
837;планы;-0.333099573
838;отменили;-0.084064691
839;последние;-0.328477117
840;кажись;-0.326980078
841;проиграли;-0.504783032
842;нигде;-0.822075519
843;чая;0.36422335
844;Обидно;-1.769882822
845;отстань;-0.095564106
846;поеду;-0.2711782
847;институт;-0.33700238
848;прасти;-1.499389747
849;Зашел;-0.236175365
850;месяц;-0.247370803
851;пропали;-1.129740034
852;онлайн;0.013676744
853;пишут;-0.169450064
854;Неужели;-0.517250344
855;карьеру;-0.849240403
856;Похоже;-0.353707764
857;красную;0.298919586
858;звезду;0.397950668
859;погоды;-0.074886981
860;меняются;0.162533739
861;еду;-0.079232237
862;родителями;-0.360386804
863;пздц;-0.844184584
864;ретвитить;0.047983523
865;ок;0.444505257
866;оказалось;-0.347507887
867;любят;0.105720326
868;Мда;-0.731790062
869;веселье;0.394952477
870;через;-0.21731065
871;край;0.199451537
872;умею;-0.466999543
873;Обычно;0.222960538
874;шучу;0.453122953
875;темы;0.271978896
876;которые;0.041344372
877;шутить;0.054140593
878;положено;0.055637674
879;вдруг;0.129373478
880;снега;-0.333892622
881;пошло;0.088778409
882;уходить;-0.44086359
883;назад;-0.056251465
884;писал;0.213234774
885;перевод;0.158848031
886;программ;-0.477486049
887;помощью;0.292156945
888;стори;-0.081713664
889;таки;0.293479158
890;гаджеты;-0.351065445
891;зло;-0.22655379
892;думала;-0.224143236
893;продукт;-0.035311886
894;украшать;0.247732654
895;свечи;0.174151414
896;супер;0.738359055
897;свой;0.253397498
898;хотелось;-0.355066492
899;во;0.04756843
900;нить;0.12447476
901;поиграть;-0.256460746
902;Never;0
903;законом;-0.197872178
904;страны;0.084611925
905;спиздил;-0.477486049
906;слова;0.131965451
907;сложный;-0.058600615
908;боюсь;-0.908114423
909;олимпиаду;-0.121493356
910;подумала;0.426634759
911;губит;-1.13491815
912;дошел;0.15984403
913;ними;0.173878779
914;мозга;-0.144653966
915;говорили;0.230908
916;получается;-0.677293634
917;заболел;-0.920444358
918;позвонил;-0.152178491
919;врачу;-0.633312756
920;рождение;0.66713126
921;вовсе;-0.226407184
922;праздничное;-0.416280722
923;явно;0.329991026
924;рост;0.32407899
925;добавляет;0.144326018
926;боль;-1.518153898
927;была;0.054987279
928;мега;0.221993723
929;фильма;0.189072723
930;были;0.08824352
931;Александра;0.148270837
932;Актеры;0.11954318
933;которых;0.065319904
934;Оскара;-0.06046033
935;Папа;-0.02781833
936;школу;-0.595331771
937;обеда;0.166622962
938;Автобус;-0.17956324
939;ждала;-0.217858706
940;пробки;-0.876932206
941;везде;-0.320839332
942;ждет;0.193957026
943;уйдёт;-0.291787359
944;армию;-0.437204952
945;ждать;-0.36658298
946;Слышишь;0.296742574
947;горлышко;-1.240766669
948;болит;-1.393158169
949;капец;-0.849022604
950;больная;-0.405394514
951;пропустила;-0.924692372
952;выпила;-0.383158933
953;немного;0.301608799
954;кофе;0.196472155
955;грустно;-1.648882075
956;ЗВОНИШЬ;-0.182130477
957;Отпускает;-0.574059026
958;срочно;-0.303321246
959;ехать;-0.628434252
960;чутка;0.055637674
961;поспать;-0.301879484
962;часов;-0.404497327
963;сна;-0.258293501
964;Оо;0.271343824
965;этот;0.003783382
966;Белом;0.397950668
967;рыдала;-1.229511677
968;собак;-0.19220956
969;хороший;0.505895526
970;складывается;-0.116061808
971;мнение;0.642282146
972;Кроме;-0.207182702
973;X;0.0333151
974;this;0.341945345
975;щас;-0.147664314
976;смогу;-0.901441086
977;центр;0.129787646
978;мучить;0
979;вновь;-0.144157194
980;тому;0.115215665
981;пытаюсь;-0.398946169
982;уйти;-0.342068626
983;ребёнок;0.030136891
984;уснул;-0.316489057
985;яблоком;-0.835596766
986;руке;-0.003334433
987;визуально;-1.078232143
988;особо;-0.033009771
989;отличается;0.039776258
990;ребёнка;-0.141059358
991;хватило;-0.39053023
992;ума;-0.10300632
993;запустить;0.051527803
994;торрент;-0.306113739
995;качалку;0.126611865
996;достучаться;-0.555923235
997;дней;-0.311911135
998;сессия;-0.69045268
999;н;0.001116907
1000;закрыть;-0.17717575
1001;Впервые;0.127378155
1002;см;0.073730881
1003;боже;-0.322476656
1004;надеть;-0.099661348
1005;позволяет;-0.373986029
1006;решать;-0.462484575
1007;Типо;0.288883447
1008;умная;0.127108088
1009;собираем;0.232509774
1010;коробки;-0.2667402
1011;вещи;-0.107802983
1012;называю;0.449971809
1013;Дж;0.669278918
1014;конфет;-0.410915103
1015;пожеланиями;0.936508671
1016;итоге;-0.237869399
1017;пошлет;0
1018;ООООО;0.403438774
1019;быть;-0.023661095
1020;блондинкой;0.386929586
1021;тт;-0.756547963
1022;розовые;0.375350187
1023;волосы;-0.022284758
1024;чет;-0.693358579
1025;прям;0.247313131
1026;сжечь;0.286116187
1027;люди;-0.019467035
1028;кого;0.133758731
1029;зачетная;-0.726559142
1030;неделя;-0.439839762
1031;заканчивается;-0.698032365
1032;Сочи;0.024883787
1033;тот;0.161792763
1034;лекция;0
1035;убийственно;-0.47537139
1036;нудная;-0.975476863
1037;ночую;0.092563829
1038;тети;-0.671587959
1039;орет;-0.063985686
1040;ночам;-0.182659537
1041;похудею;-0.293704651
1042;совсем;-0.396633629
1043;другая;-0.114289331
1044;история;-0.131277323
1045;историю;-0.291796841
1046;интернете;-0.039512041
1047;такого;-0.111608005
1048;развидеть;-1.327657856
1049;гробу;-0.816147083
1050;перевернется;-0.850116319
1051;????;-0.463842852
1052;сделайте;0.416280722
1053;ноут;-0.776136856
1054;Скажите;-0.151851073
1055;ужасно;-1.394099823
1056;зачеты;-0.598479886
1057;влияют;-1.011724965
1058;стипендию;-0.703330014
1059;часы;-0.128681726
1060;верните;-1.120601977
1061;забросила;-0.609416258
1062;засрать;0.126062658
1063;ленту;0.151917332
1064;Мдааа;-0.325676494
1065;большинство;-0.257626104
1066;забыли;-0.477893344
1067;знали;0.411619269
1068;прошлый;-0.01408445
1069;болела;-0.856282008
1070;тупит;-1.130431337
1071;обрадовалась;-0.89817103
1072;любила;-0.581114908
1073;всякие;0.197025952
1074;Американский;0.037631451
1075;последняя;-0.587367511
1076;серия;-0.580542248
1077;полное;-0.420276941
1078;наебалово;-1.137775993
1079;нельзя;-0.677639229
1080;скидкой;0.174151414
1081;Хотел;-0.386345399
1082;посмотреть;0.064871186
1083;перед;-0.131535545
1084;таких;-0.043910996
1085;могли;0.317807308
1086;пустить;-0.385223857
1087;справедливо;-0.781488075
1088;днюха;0.433546157
1089;поехать;-0.415217992
1090;Америка;0.531835489
1091;стала;-0.127836962
1092;такой;0.082244206
1093;нервной;-0.850116319
1094;многие;0.009682297
1095;годы;0.473823872
1096;спит;0.01789544
1097;церкви;0.443685652
1098;Остановилась;-0.066198932
1099;трех;-0.166194892
1100;выбрать;-0.3545798
1101;понятия;-0.053176486
1102;имею;0.184844439
1103;делаю;-0.044846995
1104;kg;0.620050898
1105;Оль;0.037631451
1106;написал;0.359551046
1107;записки;0.232509774
1108;заранее;0.238294645
1109;вышло;-0.182930584
1110;лучше;0.177834352
1111;успел;-0.093613815
1112;одну;-0.013815632
1113;ответить;-0.078166405
