id;word;weight
213;которыми;292,9228565
214;ежедневно;114,1744394
215;видится;45,2481658
216;думал;1620,198282
217;судьба;691,8734357
218;походу;1911,650948
219;попасть;708,362113
220;видов;84,4757317
221;рыб;41,13516664
222;берег;99,47052813
223;выходят;218,160538
224;весом;244,5479946
225;кг;627,980881
226;видел;1299,529425
227;One;1098,989794
228;самая;1698,698294
229;смешная;194,6795666
230;фотошоп;132,2079871
231;Потеряла;909,0788943
232;от;14244,02791
233;снимала;80,67519661
234;Устала;1608,583299
235;простыла;103,1719143
236;....;7511,621237
237;!!!;10354,98839
238;гуляют;114,1744394
239;невезение;32,75802978
240;первые;1188,975818
241;деньги;2809,351374
242;пойдут;194,6795666
243;красные;231,4103432
244;потом;6228,394087
245;ремень;73,0042502
246;умереть;358,6540737
247;volkova;187,8964045
248;v;1661,860437
249;пожирает;32,75802978
250;переношу;95,75104112
251;самый;3195,249877
252;адовый;45,2481658
253;бред;859,1002532
254;один;5425,163907
255;Пора;2493,409645
256;делать;5530,771546
257;уроки;2055,721292
258;учить;1451,078109
259;наверно;1531,44964
260;сама;2676,294689
261;там;11320,80159
262;заказ;273,7316488
263;скидки;194,6795666
264;побыстрее;187,8964045
265;попробывать;32,75802978
266;суп;383,1766285
267;обожгла;73,0042502
268;весь;3816,460754
269;язык;932,5672089
270;ни;6383,493984
271;чего;5201,69052
272;чувствую;2281,417879
273;Внезапно;869,667531
274;настало;198,0582883
275;лето;1554,91199
276;Дома;6199,466681
277;обоих;211,491199
278;течёт;204,7908323
279;холодная;121,4308598
280;вода;401,4015966
281;кто;11840,09307
282;СМИ;3120,290946
283;того;3969,074116
284;ссылка;292,9228565
285;захотелось;655,8980283
286;only;273,7316488
287;ВОСПАЛЕНИЕ;41,13516664
288;ЛЕГКИХ;114,1744394
289;НЕДЕЛИ;1974,013272
290;БОЛЬНИЦЕ;528,4236935
291;ЛЕЖАЛА;160,3933417
292;ТВИ;1742,211431
293;ТОЖ;853,8072967
294;ЗАХОДИЛА;234,70499
295;смс;765,532128
296;доза;41,13516664
297;мной;3259,963015
298;происходить;36,97381275
299;ужели;49,31766285
300;правда;3741,380147
301;будто;1721,630885
302;было;11221,73175
303;Задолбали;174,222183
304;дико;730,2382627
305;настроения;2315,652702
306;Угадайте;588,5179336
307;чья;139,3261988
308;школа;1171,590555
309;учится;386,2237898
310;Причем;971,4613482
311;единственная;358,6540737
312;области;1355,271783
313;первый;5376,325893
314;рабочий;602,6642976
315;настроена;53,34762401
316;готова;986,9332176
317;Конечно;4474,391183
318;одеяле;36,97381275
319;куда;3169,659742
320;Заболела;1245,736243
321;хорошей;401,4015966
322;они;8988,240082
323;жили;170,7800118
324;Наверное;3004,939784
325;паспорта;765,532128
326;отобрали;106,855924
327;взамен;80,67519661
328;дали;2053,523143
329;заставили;751,9940644
330;шк;1083,848791
331;создали;247,8156991
332;группу;950,7564968
333;ВК;2645,350106
334;новости;4900,590293
335;школы;1323,826078
336;какойто;84,4757317
337;аноним;128,6293313
338;дает;950,7564968
339;жизни;4130,985524
340;ибо;2612,240714
341;выдает;241,2737095
342;тайны;88,254543
343;убрали;244,5479946
344;поиск;221,4839096
345;персонажей;106,855924
346;паника;247,8156991
347;ведь;4039,222346
348;удобно;602,6642976
349;скайп;280,1510909
350;идут;843,2025238
351;стесняюсь;128,6293313
352;своего;1592,291
353;разработчик;367,8808645
354;отказался;1012,614159
355;поддержки;264,058854
356;жаль;3996,806902
357;она;9159,826037
358;офигенная;251,0769214
359;ней;2682,472637
360;идиотский;61,30163963
361;твиттер;3345,709207
362;!!;6553,080163
363;..;17727,35201
364;если;11660,69727
365;ниже;511,0391479
366;ростом;170,7800118
367;даже;10770,87282
368;чем;7870,343353
369;Бедный;622,3709475
370;мой;6827,172242
371;школе;2593,569895
372;Твоя;968,8780069
373;физика;437,4536462
374;закончится;582,8425909
375;раньше;2851,989714
376;доеду;103,1719143
377;забрал;330,7390278
378;Спасибо;9416,82231
379;тем;3745,144308
380;данный;613,9390527
381;момент;2086,437314
382;поддерживает;270,5132797
383;моей;3104,448787
384;проблемой;103,1719143
385;тебе;10395,85148
386;луком;32,75802978
387;майонезом;45,2481658
388;чесноком;41,13516664
389;всякими;69,13114556
390;ОМНОМНОМ;88,254543
391;сыра;99,47052813
392;завтра;10172,21885
393;химии;719,3154942
394;диктант;163,8658262
395;нужно;4843,164318
396;хорошо;6750,825833
397;подготовиться;139,3261988
398;кроватку;135,7734806
399;спать;5912,499949
400;дел;971,4613482
401;сделано;228,1086915
402;No;585,6814754
403;Okay;231,4103432
404;обязательно;1415,314406
405;начинается;1417,704657
406;Может;7763,831186
407;пойдём;669,7760915
408;проводишь;65,23087982
409;самые;1552,569268
410;убогие;69,13114556
411;магазины;321,3516664
412;который;4937,024797
413;убеждаюсь;201,4286577
414;часа;3070,71221
415;работы;1703,290362
416;Зря;1309,259474
417;равно;3743,262362
418;прийдется;142,8665069
419;выходные;1650,311207
420;работать;1893,746592
421;сколько;3345,709207
422;вслед;937,7711532
423;ним;2537,351911
424;Пойду;3080,644949
425;дела;2894,462796
426;времени;2744,053968
427;меньше;1557,253936
428;эта;2851,989714
429;зима;1911,650948
430;сегодняшняя;76,85179336
431;математика;214,8296783
432;мозг;906,4618589
433;Интересно;3163,746438
434;сдавать;848,5080688
435;анализ;153,416327
436;препод;346,2918695
437;такая;4703,060818
438;Черт;1898,226345
439;стремно;280,1510909
440;олимпиаде;1493,745023
441;сидеть;1882,536463
442;вам;6870,662066
443;понравилось;1540,843976
444;узнала;1027,960799
445;этом;4494,026884
446;после;6639,653348
447;вашего;392,3064095
448;кота;655,8980283
449;между;2255,65944
450;прочим;286,5479696
451;случится;260,8226345
452;приступ;84,4757317
453;ситуация;437,4536462
454;пугает;349,3889572
455;знает;2705,094109
456;декабрь;302,4451327
457;без;8476,766579
458;комп;727,5104112
459;уныл;61,30163963
460;сюда;966,2933127
461;ставлю;241,2737095
462;ой;2537,351911
463;час;2272,839632
464;пошел;1233,443374
465;общаются;84,4757317
466;скайпу;321,3516664
467;чтобы;6752,386989
468;тут;8670,867675
469;тоже;10481,30431
470;Скучаю;3080,644949
471;началось;940,3710148
472;умом;156,9102636
473;понимаю;3193,283369
474;поздно;1171,590555
475;разговоры;389,2670385
476;просто;12545,18016
477;нечто;318,2129651
478;ахах;3863,172262
479;маленький;859,1002532
480;любить;1126,63962
481;помним;260,8226345
482;Любим;722,0490352
483;скорбим;218,160538
484;живот;667,0046751
485;покоя;224,7999198
486;LOL;568,6112926
487;живота;80,67519661
488;Иду;1564,275137
489;задание;289,7381275
490;практики;117,8101389
491;переживаю;437,4536462
492;Только;16459,98082
493;упасть;153,416327
494;стола;280,1510909
495;пока;6548,34645
496;гирлянды;149,9112534
497;Больно;1785,479946
498;убью;231,4103432
499;её;6606,645306
500;нибудь;4291,053381
501;люблю;7644,831726
502;прошу;700,1266579
503;лекарствами;41,13516664
504;идет;2315,652702
505;решила;1664,168129
506;забыла;1844,305831
507;поздравить;395,3419371
508;Пришла;2307,105651
509;мля;244,5479946
510;знаю;7155,568929
511;ска;760,1222939
512;пятницу;1002,357418
513;субботу;1186,495424
514;эти;3837,033878
515;дни;1086,375239
516;мы;14134,03034
517;вмести;41,13516664
518;любимый;1839,796167
519;бедолага;41,13516664
520;Пусть;2795,101346
521;болеют;125,0371015
522;вопросы;1020,293211
523;хотя;4263,895667
524;места;1022,850342
525;голове;1270,246694
526;днем;2944,814588
527;почувствовала;153,416327
528;дикое;41,13516664
529;одиночество;270,5132797
530;уехал;937,7711532
531;одна;3478,979098
532;планете;315,0693839
533;осталась;1020,293211
534;Вечеринка;121,4308598
535;привет;3308,756811
536;насрать;308,7673591
537;Сашей;170,7800118
538;сразу;3240,389978
539;хочется;4797,769985
540;трахаться;76,85179336
541;представляете;292,9228565
542;сложно;1201,361876
543;самим;254,3317568
544;собой;1403,350112
545;жить;2304,967679
546;???;2811,385563
547;толку;241,2737095
548;правильно;2358,272951
549;ей;2717,412685
550;играть;1374,54607
551;много;5208,507326
552;одно;2201,764777
553;объяснение;69,13114556
554;живем;467,1213742
555;сил;1050,895782
556;творится;490,6277038
557;миром;177,6547024
558;сплошь;80,67519661
559;печально;1289,784038
560;сеня;110,523226
561;закроют;198,0582883
562;ветер;487,7000438
563;сильный;367,8808645
564;снег;2585,260841
565;выйти;843,2025238
566;решают;110,523226
567;смеются;121,4308598
568;печальнее;53,34762401
569;закончилась;797,8436135
570;книга;675,3127004
571;одолевает;41,13516664
572;лень;1650,311207
573;фак;650,3319726
574;надо;12111,71753
575;ru;16002,19211
576;приложения;367,8808645
577;для;11573,0227
578;никто;4738,206377
579;любит;1634,1119
580;потому;4323,575246
581;оооочень;237,9927428
582;вечность;170,7800118
583;гитару;181,07778
584;ревели;24,12923288
585;Ох;2117,04626
586;уж;3283,40865
587;парни;1208,780872
588;улице;2583,182523
589;радость;683,6022007
590;магия;128,6293313
591;посвящение;57,34135197
592;простят;57,34135197
593;святые;45,2481658
594;детский;308,7673591
595;девиз;106,855924
596;умираю;330,7390278
597;попал;694,6264989
598;золотую;160,3933417
599;лигу;49,31766285
600;При;4724,157828
601;том;5830,585891
602;убьют;153,416327
603;Узнают;95,75104112
604;живу;749,2810304
605;Мысль;636,3790198
606;желание;1460,582883
607;убить;542,8355281
608;этому;1284,905549
609;поводу;919,5325105
610;покидают;163,8658262
611;wild;99,47052813
612;бумаге;80,67519661
613;пишу;1439,178193
614;делается;377,0704251
615;взяли;1159,140072
616;утра;3926,441078
617;Сижу;3586,107694
618;себе;4916,215425
619;жуйк;919,5325105
620;читаю;1228,519107
621;Звонок;667,0046751
622;отдел;125,0371015
623;Поднимаю;69,13114556
624;трубку;330,7390278
625;разговариваю;194,6795666
626;Эх;2545,700159
627;Купила;1696,401213
628;Ебааать;45,2481658
629;мои;4191,222278
630;зубы;315,0693839
631;Надеюсь;3557,50102
632;успею;470,0704474
633;пишем;292,9228565
634;статус;591,351979
635;зачастую;53,34762401
636;всего;4990,655623
637;лишь;2027,101717
638;одного;1794,558605
639;человека;2960,879361
640;заметит;114,1744394
641;статья;478,8990095
642;называется;1045,807822
643;статьи;267,2890416
644;Испортилось;92,01266579
645;настроение;4352,422374
646;иногда;2244,90567
647;кажется;4205,78662
648;хочешь;1823,992296
649;жирной;80,67519661
650;самое;2847,936087
651;лучшее;700,1266579
652;Подарите;208,144964
653;тыщ;191,2923288
654;PS;286,5479696
655;хватает;1927,285399
656;ъ;318,2129651
657;чувство;2016,068828
658;скучаешь;163,8658262
659;человеку;653,1160701
660;увидеть;1030,514132
661;или;8680,811234
662;хотябы;80,67519661
663;сним;32,75802978
664;возможности;434,4686332
665;половиной;296,1022237
666;in;958,5310699
667;sky;264,058854
668;Острова;99,47052813
669;скорее;2046,925351
670;печаль;1309,259474
671;смотреть;3467,446948
672;даа;1301,96337
673;Мин;647,5457251
674;оказывается;1769,56692
675;фильм;3082,630472
676;белый;484,7693887
677;плен;478,8990095
678;снимался;49,31766285
679;пол;1875,802978
680;уокер;73,0042502
681;знала;1240,822135
682;добралась;167,3279694
683;цивилизация;61,30163963
684;горячей;142,8665069
685;воды;557,181149
686;нету;1962,911213
687;комнате;705,6189205
688;успехом;84,4757317
689;совершенно;762,8281046
690;Пришлось;1091,424589
691;криво;95,75104112
692;Учитель;437,4536462
693;матану;163,8658262
694;мою;1726,209122
695;Вы;9768,545245
696;идиоты;358,6540737
697;хохлы;149,9112534
698;Европа;251,0769214
699;считала;125,0371015
700;вас;6242,840489
701;Мало;3030,89529
702;него;4884,949575
703;сережки;114,1744394
704;нашел;1606,258073
705;!!!!;3713,114556
706;два;3943,139435
707;косячных;24,12923288
708;одном;885,4725152
709;успела;1004,923544
710;похихикать;24,12923288
711;мяса;214,8296783
712;борщ;280,1510909
713;положили;299,2762945
714;улыбался;61,30163963
715;ахахах;2630,877771
716;нравится;3334,052131
717;парень;1522,04267
718;параллели;69,13114556
719;ему;3688,56833
720;нравлюсь;221,4839096
721;видимо;1920,58854
722;стесняется;73,0042502
723;считаете;114,1744394
724;нормальное;244,5479946
725;поведение;163,8658262
726;полиции;749,2810304
727;стране;1124,131729
728;нормально;2672,174034
729;такие;4738,206377
730;полицаи;73,0042502
731;нас;10333,87013
732;офигенный;950,7564968
733;прикол;257,5802978
734;прошлом;534,1965034
735;году;2707,148201
736;взял;1323,826078
737;женился;80,67519661
738;падла;174,222183
739;пришел;1529,099086
740;третий;932,5672089
741;сосед;296,1022237
742;дал;1517,334418
743;нам;4745,225832
744;пиздюлей;177,6547024
745;забыл;1233,443374
746;температура;1063,594212
747;ходу;597,0128848
748;СМОТРИ;784,4108576
749;СЕРИАЛ;1184,013962
750;ДРУЖИШЬ;49,31766285
751;ТУПАЯ;513,9435624
752;слезы;813,9070057
753;наворачиваются;88,254543
754;весело;1887,022362
755;уши;464,1691538
756;Приехала;843,2025238
757;домой;3944,993546
758;блять;2522,725841
759;помню;2186,617312
760;Ща;1045,807822
761;сайте;808,5592404
762;регистрации;346,2918695
763;возраст;321,3516664
764;Чисто;473,0163963
765;случайно;942,9694755
766;выбираю;114,1744394
767;реально;1882,536463
768;расстались;194,6795666
769;шлюха;302,4451327
770;ведет;410,4630847
771;такую;1592,291
772;кинула;299,2762945
773;чтоб;3551,771981
774;почему;8923,726921
775;досталось;125,0371015
776;нот;73,0042502
777;ин;194,6795666
778;заебался;170,7800118
779;уроках;355,5700159
780;пары;1101,50919
781;идти;2984,933602
782;мамой;924,750671
783;блииин;697,37757
784;собака;580,0012666
785;моя;5386,442077
786;хромает;73,0042502
787;шоке;1040,714913
788;той;644,757317
789;модели;106,855924
790;новом;619,5625937
791;видео;3906,004091
792;уроков;719,3154942
793;Ужааас;49,31766285
794;опоздал;221,4839096
795;минуту;431,4802004
796;есть;10499,66941
797;след;577,1574886
798;вопрос;2349,764123
799;лет;5966,354701
800;Елки;735,6883336
801;Палки;92,01266579
802;работают;650,3319726
803;ya;874,9419403
804;столкнулся;132,2079871
805;этим;2341,247718
806;перекрыли;114,1744394
807;красный;548,5816097
808;Армении;149,9112534
809;здесь;2358,272951
810;скуки;244,5479946
811;именно;2328,458829
812;осознала;69,13114556
813;научусь;88,254543
814;говорить;1805,89222
815;гордиться;187,8964045
816;Ненавижу;2247,057423
817;врут;170,7800118
818;помогаю;76,85179336
819;Безысходность;296,1022237
820;умер;1636,428271
821;твой;1755,901258
822;айфон;749,2810304
823;всей;1012,614159
824;фото;3183,44593
825;свитер;184,4916165
826;стоит;2298,550854
827;прилично;92,01266579
828;ОТНОШЕНИИ;392,3064095
829;ХОДОРКОВСКОГО;361,7338736
830;НЕСКОЛЬКО;1844,305831
831;ВРЯД;487,7000438
832;ПОД;6107,55604
833;АМНИСТИЮ;121,4308598
834;ГЕНПРОКУРАТУРА;264,058854
835;сомневался;234,70499
836;заряд;121,4308598
837;одинаково;170,7800118
838;фигово;231,4103432
839;держится;132,2079871
840;купить;1631,794799
841;мак;270,5132797
842;Терь;160,3933417
843;снов;1136,659873
844;поставить;727,5104112
845;Надоело;986,9332176
846;болеть;1277,580523
847;планы;874,9419403
848;bear;184,4916165
849;отменили;1794,558605
850;последние;2210,409192
851;кажись;251,0769214
852;проиграли;1045,807822
853;нигде;440,4352662
854;чая;286,5479696
855;Обидно;2379,512083
856;отстань;114,1744394
857;mtvstars;754,7052813
858;Seconds;410,4630847
859;поеду;789,789103
860;институт;201,4286577
861;прасти;57,34135197
862;Зашел;440,4352662
863;месяц;1671,086915
864;пропали;244,5479946
865;онлайн;1333,51836
866;пишут;1311,689605
867;Regina;125,0371015
868;Неужели;1088,900504
869;карьеру;139,3261988
870;Похоже;1664,168129
871;красную;156,9102636
872;звезду;443,4135197
873;InstantFollowback;305,6088007
874;погоды;315,0693839
875;меняются;174,222183
876;еду;1965,132797
877;родителями;425,492967
878;пздц;989,5072045
879;ретвитить;121,4308598
880;ок;1561,935508
881;оказалось;1050,895782
882;любят;898,6019595
883;Мда;784,4108576
884;веселье;315,0693839
885;через;6634,941462
886;край;276,9442271
887;умею;1091,424589
888;Обычно;1712,466156
889;шучу;292,9228565
890;темы;425,492967
891;которые;3273,645181
892;шутить;198,0582883
893;положено;803,2047936
894;вдруг;1410,531301
895;снега;1657,242904
896;пошло;302,4451327
897;уходить;321,3516664
898;назад;2345,50687
899;писал;664,2311706
900;перевод;333,8587403
901;программ;110,523226
902;помощью;19215,57104
903;стори;65,23087982
904;таки;4785,525678
905;гаджеты;273,7316488
906;зло;487,7000438
907;думала;2727,667236
908;продукт;80,67519661
909;украшать;128,6293313
910;свечи;76,85179336
911;супер;1434,412288
912;свой;3271,691538
913;хотелось;1063,594212
914;во;6972,785845
915;нить;548,5816097
916;поиграть;516,8451567
917;Never;103,1719143
918;законом;80,67519661
919;страны;1746,777406
920;спиздил;99,47052813
921;слова;1855,568926
922;сложный;333,8587403
923;боюсь;2051,324437
924;олимпиаду;2287,84641
925;подумала;779,0256911
926;губит;32,75802978
927;дошел;135,7734806
928;ними;1230,981751
929;мозга;358,6540737
930;говорили;792,4756474
931;получается;1730,78462
932;заболел;661,4555682
933;позвонил;374,0113099
934;врачу;296,1022237
935;рождение;404,4257941
936;вовсе;244,5479946
937;праздничное;177,6547024
938;явно;787,100842
939;рост;361,7338736
940;добавляет;114,1744394
941;боль;1666,475105
942;была;5415,071231
943;мега;321,3516664
944;фильма;1025,406204
945;были;3269,737578
946;Александра;773,6335479
947;Актеры;149,9112534
948;которых;948,162212
949;Оскара;906,4618589
950;Папа;1803,626799
951;школу;3629,847673
952;обеда;305,6088007
953;Автобус;641,9667373
954;ждала;689,1183711
955;пробки;689,1183711
956;везде;1245,736243
957;ждет;950,7564968
958;уйдёт;254,3317568
959;армию;267,2890416
960;ждать;1790,020587
961;Слышишь;146,3947497
962;горлышко;57,34135197
963;болит;3187,381888
964;капец;1929,516482
965;больная;211,491199
966;пропустила;647,5457251
967;выпила;273,7316488
968;немного;2803,246516
969;кофе;1493,745023
970;грустно;1895,986775
971;ЗВОНИШЬ;88,254543
972;Отпускает;187,8964045
973;срочно;2044,724971
974;ехать;1823,992296
975;чутка;95,75104112
976;поспать;683,6022007
977;часов;2164,934128
978;сна;675,3127004
979;Оо;1004,923544
980;этот;7019,027769
981;Белом;117,8101389
982;рыдала;139,3261988
983;собак;283,3523143
984;хороший;1904,941387
985;складывается;117,8101389
986;мнение;700,1266579
987;Кроме;1689,505769
988;X;935,1698861
989;this;221,4839096
990;katya;743,8494803
991;щас;2508,078469
992;смогу;1314,118788
993;центр;630,782484
994;мучить;69,13114556
995;вновь;627,980881
996;тому;1063,594212
997;пытаюсь;722,0490352
998;уйти;691,8734357
999;ребёнок;738,4105692
1000;уснул;260,8226345
1001;яблоком;76,85179336
1002;руке;364,8094571
1003;визуально;45,2481658
1004;особо;835,2322604
1005;отличается;167,3279694
1006;ребёнка;619,5625937
1007;хватило;568,6112926
1008;ума;1348,028923
1009;запустить;117,8101389
1010;торрент;92,01266579
1011;качалку;84,4757317
1012;достучаться;57,34135197
1013;дней;1931,746966
1014;сессия;958,5310699
1015;н;1374,54607
1016;закрыть;425,492967
1017;Впервые;1098,989794
1018;см;470,0704474
1019;боже;1913,886254
1020;надеть;305,6088007
1021;позволяет;237,9927428
1022;P;888,1013889
1023;M;1717,0499
1024;L;1230,981751
1025;решать;531,3114556
1026;Типо;797,8436135
1027;умная;299,2762945
1028;собираем;53,34762401
1029;коробки;117,8101389
1030;вещи;1025,406204
1031;называю;163,8658262
1032;Дж;76,85179336
1033;конфет;280,1510909
1034;пожеланиями;41,13516664
1035;итоге;1068,665069
1036;пошлет;45,2481658
1037;ООООО;198,0582883
1038;быть;6512,01466
1039;блондинкой;84,4757317
1040;тт;407,4462796
1041;розовые;128,6293313
1042;волосы;1033,066207
1043;чет;797,8436135
1044;прям;2964,891968
1045;сжечь;114,1744394
1046;люди;4681,934638
1047;Lina;302,4451327
1048;кого;4598,906437
1049;зачетная;132,2079871
1050;неделя;1038,166593
1051;заканчивается;496,47412
1052;Сочи;6612,937027
1053;тот;2742,007004
1054;лекция;95,75104112
1055;убийственно;32,75802978
1056;нудная;24,12923288
1057;ночую;57,34135197
1058;тети;84,4757317
1059;орет;244,5479946
1060;ночам;254,3317568
1061;похудею;80,67519661
1062;совсем;4584,728434
1063;другая;419,4917235
1064;история;3060,770909
1065;историю;1025,406204
1066;интернете;568,6112926
1067;такого;3361,234711
1068;развидеть;73,0042502
1069;гробу;84,4757317
1070;перевернется;32,75802978
1071;????;808,5592404
1072;сделайте;267,2890416
1073;ноут;467,1213742
1074;Скажите;551,4507182
1075;ужасно;2379,512083
1076;зачеты;413,4762401
1077;промежуточные;28,47999198
1078;влияют;57,34135197
1079;стипендию;76,85179336
1080;отжали;170,7800118
1081;часы;473,0163963
1082;верните;398,3736551
1083;забросила;92,01266579
1084;засрать;41,13516664
1085;ленту;1206,308921
1086;Мдааа;106,855924
1087;большинство;407,4462796
1088;забыли;906,4618589
1089;знали;505,2217846
1090;прошлый;374,0113099
1091;болела;349,3889572
1092;тупит;234,70499
1093;Justin;187,8964045
1094;Bieber;321,3516664
1095;believe;201,4286577
1096;HORAN;473,0163963
1097;обрадовалась;142,8665069
1098;любила;508,1318949
1099;всякие;452,3283369
1100;Американский;434,4686332
1101;последняя;1098,989794
1102;серия;1096,469231
1103;al;508,1318949
1104;полное;305,6088007
1105;наебалово;49,31766285
1106;нельзя;3159,802585
1107;скидкой;92,01266579
1108;Хотел;2049,125173
1109;посмотреть;2392,233139
1110;перед;3074,686332
1111;таких;1828,510881
1112;могли;821,9162372
1113;пустить;76,85179336
1114;справедливо;135,7734806
1115;днюха;221,4839096
1116;поехать;888,1013889
1117;OM;65,23087982
1118;Америка;146,3947497
1119;стала;1299,529425
1120;такой;6058,99227
1121;нервной;36,97381275
1122;многие;827,2475202
1123;годы;478,8990095
1124;спит;800,5250485
1125;церкви;398,3736551
1126;Остановилась;92,01266579
1127;трех;700,1266579
1128;выбрать;428,4883209
1129;понятия;364,8094571
1130;имею;473,0163963
1131;делаю;1372,139944
1132;kg;92,01266579
1133;Оль;88,254543
1134;написал;1587,629291
1135;записки;53,34762401
1136;заранее;446,3884323
1137;вышло;537,0788537
1138;лучше;5398,236515
1139;успел;658,6778575
1140;одну;1262,904002
1141;ответить;505,2217846
1142;скучной;65,23087982
1143;выступает;198,0582883
1144;Выглядит;754,7052813
1145;Тошнит;516,8451567
1146;голова;1996,173707
1147;состояние;895,9790453
1148;дрянь;110,523226
1149;дофига;299,2762945
1150;......;1035,617026
1151;зашибись;630,782484
1152;пятница;1017,734806
1153;umnitsa;65,23087982
1154;julia;914,3085977
1155;вперёд;757,4146886
1156;посадила;57,34135197
1157;пипец;800,5250485
1158;забросил;260,8226345
1159;пишет;1540,843976
1160;стыдно;1201,361876
1161;классным;88,254543
1162;никакой;582,8425909
1163;почте;231,4103432
1164;заявки;80,67519661
1165;прошел;1159,140072
1166;накаркал;28,47999198
1167;ага;2417,625299
1168;конец;1289,784038
1169;Сквозь;146,3947497
1170;пыль;88,254543
1171;нашла;1721,630885
1172;класса;602,6642976
1173;нем;1201,361876
1174;me;1166,61363
1175;your;537,0788537
1176;Заплакала;142,8665069
1177;np;228,1086915
1178;биатлон;1601,60538
1179;бляяя;568,6112926
